damagearea,endday,endmonth,endtime,endyear,firecause,locbunji,locdong,locgungu,locmenu,locsi,startday,startdayofweek,startmonth,starttime,startyear
0.03,21,9,17:40:00,2022,기타,산166-1,만지,부여,충화,충남,21,수요일,9,16:03:00,2022
0.2,15,9,16:58:00,2022,입산자실화,산52,용촌,옥천,안내,충북,15,목요일,9,14:30:00,2022
0.1,28,7,16:17:00,2022,입산자실화,산18-23,적누,청양,청양,충남,28,목요일,7,15:54:00,2022
0.05,5,7,18:40:00,2022,기타,산106,산해,영양,입암,경북,5,화요일,7,16:56:00,2022
0.3,2,7,18:40:00,2022,입산자실화,산202-1,산해,영양,입암,경북,2,토요일,7,14:23:00,2022
0.01,21,6,17:30:00,2022,기타,산42-23,회성,부여,외산,충남,21,화요일,6,16:19:00,2022
0.02,21,6,15:50:00,2022,기타,산8,사상,장수,산서,전북,21,화요일,6,14:18:00,2022
0.33,21,6,16:00:00,2022,담뱃불실화,산193,진인,동,,대구,21,화요일,6,13:54:00,2022
0.2,21,6,16:03:00,2022,담뱃불실화,산109,안천,영천,화남,경북,21,화요일,6,13:42:00,2022
0.01,21,6,11:00:00,2022,기타,산79,청흥,공주,신풍,충남,21,화요일,6,9:23:00,2022
0.01,20,6,15:00:00,2022,기타,산10,가천,횡성,안흥,강원,20,월요일,6,13:25:00,2022
0.01,14,6,11:40:00,2022,기타,산19-3,양산,오산,,경기,14,화요일,6,10:45:00,2022
0.01,13,6,8:40:00,2022,입산자실화,04월 01일,용동,계룡,신도안,충남,13,월요일,6,5:58:00,2022
0.01,5,6,9:47:00,2022,입산자실화,산12,광전,남양주,별내,경기,5,일요일,6,8:42:00,2022
0.1,5,6,15:30:00,2022,입산자실화,산38,시우,남양주,조안,경기,5,일요일,6,6:47:00,2022
0.01,4,6,16:00:00,2022,담뱃불실화,산11-2,석수,안양,만안,경기,4,토요일,6,14:20:00,2022
0.06,4,6,12:23:00,2022,기타,산214-1,고단,강릉,왕산,강원,4,토요일,6,11:16:00,2022
0.2,3,6,21:00:00,2022,입산자실화,산268,작동,울주,삼동,울산,3,금요일,6,16:54:00,2022
0.1,3,6,17:50:00,2022,건축물화재비화,산1-1,성암,제천,덕산,충북,3,금요일,6,16:24:00,2022
0.01,3,6,20:16:00,2022,입산자실화,산58-5,신림,관악,,서울,3,금요일,6,15:45:00,2022
0.01,3,6,13:42:00,2022,기타,산74,괴곡,서,,대전,3,금요일,6,12:50:00,2022
0.01,3,6,1:30:00,2022,입산자실화,산81,청학,남양주,별내,경기,2,목요일,6,19:58:00,2022
0.3,2,6,18:40:00,2022,담뱃불실화,산71,성시,남원,보절,전북,2,목요일,6,15:30:00,2022
1,2,6,9:45:00,2022,기타,산61,길용,영광,백수,전남,2,목요일,6,8:13:00,2022
0.2,2,6,15:35:00,2022,기타,산475,무릉,정선,남,강원,2,목요일,6,7:36:00,2022
0.04,2,6,6:15:00,2022,담뱃불실화,산139-1,기산,양주,백석,경기,2,목요일,6,3:43:00,2022
0.01,1,6,21:57:00,2022,입산자실화,산58-5,신림,관악,,서울,1,수요일,6,19:25:00,2022
0.06,1,6,19:00:00,2022,입산자실화,산1-1,고현,청송,진보,경북,1,수요일,6,17:07:00,2022
0.1,1,6,16:55:00,2022,입산자실화,산53-1,운학,제천,백운,충북,1,수요일,6,13:55:00,2022
0.5,1,6,16:30:00,2022,쓰레기소각,산86,북지,봉화,물야,경북,1,수요일,6,12:22:00,2022
1,1,6,19:10:00,2022,기타,642-33,사리현,고양,일산동,경기,1,수요일,6,10:23:00,2022
0.1,31,5,21:00:00,2022,기타,962,은사,고창,고수,전북,31,화요일,5,19:20:00,2022
0.1,31,5,18:31:00,2022,기타,산77-3,어신,예천,지보,경북,31,화요일,5,16:33:00,2022
0.03,31,5,18:30:00,2022,입산자실화,산40-2,지축,고양,덕양구,경기,31,화요일,5,16:26:00,2022
4,1,6,12:30:00,2022,농산부산물소각,544,기곡,달성,하빈,대구,31,화요일,5,12:51:00,2022
0.01,31,5,15:27:00,2022,기타,산64-1,오금,고양,덕양,경기,31,화요일,5,12:45:00,2022
763,5,6,13:30:00,2022,기타,산41,춘화,밀양,부북,경남,31,화요일,5,9:29:00,2022
0.2,29,5,0:00:00,2022,기타,산17-1,덕곡,거제,하청,경남,29,일요일,5,22:25:00,2022
0.2,29,5,0:00:00,2022,기타,산201-1,계서,진안,마령,전북,29,일요일,5,22:15:00,2022
0.01,29,5,18:40:00,2022,입산자실화,산20,왕촌,산청,오부,경남,29,일요일,5,15:16:00,2022
0.7,29,5,19:00:00,2022,입산자실화,산149-46,동삼,영도,,부산,29,일요일,5,14:53:00,2022
0.1,29,5,15:43:00,2022,입산자실화,산102-1,다평,사천,서포,경남,29,일요일,5,12:34:00,2022
0.5,29,5,8:10:00,2022,입산자실화,산29,죽정,구례,용방,전남,29,일요일,5,5:07:00,2022
0.15,28,5,20:01:00,2022,담뱃불실화,산1-9,남효,함양,휴천,경남,28,토요일,5,18:36:00,2022
145,29,5,11:40:00,2022,기타,산27-6,행곡,울진,근남,경북,28,토요일,5,12:06:00,2022
0.03,27,5,21:05:00,2022,건축물화재비화,산71,신흥,포항 북,청하,경북,27,금요일,5,17:40:00,2022
0.1,27,5,15:30:00,2022,건축물화재비화,산27,추성,함양,마천,경남,27,금요일,5,12:50:00,2022
0.06,27,5,14:30:00,2022,담뱃불실화,산59-12,반용,사천,축동,경남,27,금요일,5,12:41:00,2022
0.01,27,5,13:00:00,2022,기타,28-103,회동,금정,,부산,27,금요일,5,12:00:00,2022
0.01,27,5,11:25:00,2022,기타,산28-4,가림,진안,진안,전북,27,금요일,5,10:50:00,2022
0.1,27,5,14:30:00,2022,건축물화재비화,산70,반포,창녕,남지,경남,27,금요일,5,10:40:00,2022
0.01,27,5,12:20:00,2022,입산자실화,산65,구평,사하,,부산,27,금요일,5,10:34:00,2022
1.05,27,5,5:30:00,2022,기타,산134-1,도대,가평,북,경기,26,목요일,5,22:48:00,2022
2.8,27,5,14:11:00,2022,입산자실화,산30,좌곤,김해,진영,경남,26,목요일,5,19:34:00,2022
0.2,26,5,20:00:00,2022,입산자실화,산131,사촌,고령,우곡,경북,26,목요일,5,16:55:00,2022
0.03,26,5,16:20:00,2022,농산부산물소각,산362,시락,창원 마산합포,진전,경남,26,목요일,5,13:27:00,2022
0.02,26,5,10:00:00,2022,건축물화재비화,산72-1,유산,강릉,,강원,26,목요일,5,8:40:00,2022
0.3,26,5,10:00:00,2022,기타,산23-3,삼양,밀양,산내,경남,26,목요일,5,5:23:00,2022
0.01,26,5,7:20:00,2022,기타,산62-2,묵현,남양주,화도,경기,26,목요일,5,4:10:00,2022
0.21,25,5,17:17:00,2022,기타,산39,서사,인제,기린,강원,25,수요일,5,15:00:00,2022
0.01,25,5,13:30:00,2022,입산자실화,산159-1,선암,남,,울산,25,수요일,5,12:09:00,2022
0.1,25,5,0:30:00,2022,쓰레기소각,산98,유천,정선,여량,강원,24,화요일,5,22:02:00,2022
0.01,24,5,3:00:00,2022,입산자실화,산130,후곡,순천,송광,전남,24,화요일,5,0:18:00,2022
0.06,24,5,1:20:00,2022,입산자실화,산138-1,대련,포항 북,홍해,경북,24,화요일,5,0:16:00,2022
0.01,23,5,19:15:00,2022,기타,산24-4,손곡,함양,유림,경남,23,월요일,5,18:28:00,2022
0.1,23,5,18:20:00,2022,기타,222-1,장안,여주,점동,경기,23,월요일,5,15:55:00,2022
0.02,23,5,14:10:00,2022,기타,167-2,백미,화성,서신,경기,23,월요일,5,13:49:00,2022
0.02,22,5,0:00:00,2022,기타,산1-25,괘법,사상,,부산,22,일요일,5,22:54:00,2022
1,22,5,0:00:00,2022,입산자실화,산66-1,구산,김해,,경남,22,일요일,5,18:28:00,2022
0.01,22,5,20:00:00,2022,기타,산100,우이,강북,,서울,22,일요일,5,16:49:00,2022
0.1,22,5,18:45:00,2022,기타,산230-3,대불,진안,주천,전북,22,일요일,5,14:34:00,2022
0.1,22,5,16:50:00,2022,입산자실화,산88,고모,수성,,대구,22,일요일,5,13:42:00,2022
0.01,22,5,13:40:00,2022,입산자실화,산23-1,쌍곡,괴산,칠성,충북,22,일요일,5,12:49:00,2022
0.05,21,5,23:32:00,2022,농산부산물소각,산8,항,청송,주왕산,경북,21,토요일,5,21:31:00,2022
0.3,22,5,7:00:00,2022,입산자실화,산101-1,어치,순창,동계,전북,21,토요일,5,19:59:00,2022
0.01,21,5,18:46:00,2022,입산자실화,산79-1,보광,금산,군북,충남,21,토요일,5,17:29:00,2022
0.01,21,5,20:30:00,2022,기타,산134,황둔,원주,신림,강원,21,토요일,5,17:18:00,2022
0.16,21,5,18:20:00,2022,농산부산물소각,산67-2,우검,경산,남산,경북,21,토요일,5,16:55:00,2022
0.09,21,5,17:30:00,2022,기타,산23-3,삼양,밀양,산내,경남,21,토요일,5,15:49:00,2022
0.01,21,5,18:50:00,2022,기타,산19,술상,하동,진교,경남,21,토요일,5,15:19:00,2022
2,21,5,19:00:00,2022,입산자실화,산56,칠장,안성,죽산,경기,21,토요일,5,13:39:00,2022
0.03,21,5,14:00:00,2022,기타,산122-3,상구,경주,현곡,경북,21,토요일,5,12:19:00,2022
0.2,21,5,14:50:00,2022,입산자실화,산115,삼유,무주,적상,전북,21,토요일,5,11:18:00,2022
0.01,20,5,22:50:00,2022,담뱃불실화,산49-2,여초,창녕,창녕,경남,20,금요일,5,22:17:00,2022
2,20,5,18:28:00,2022,기타,산166,송계,정선,임계,강원,20,금요일,5,11:01:00,2022
0.1,20,5,11:30:00,2022,입산자실화,산4,지경,포항 북,송라,경북,20,금요일,5,9:20:00,2022
3,19,5,23:58:00,2022,기타,산286,죽전,의령,정곡,경남,19,목요일,5,18:24:00,2022
0.01,19,5,16:00:00,2022,건축물화재비화,산96,염포,북,,울산,19,목요일,5,14:20:00,2022
1.5,19,5,12:00:00,2022,기타,산1-1,추동,삼척,하장,강원,18,수요일,5,22:55:00,2022
0.15,18,5,22:00:00,2022,기타,산123,동막,철원,갈말,강원,18,수요일,5,19:41:00,2022
0.6,18,5,15:40:00,2022,입산자실화,794-4,당진포,당진,고대,충남,18,수요일,5,14:00:00,2022
0.9,18,5,16:10:00,2022,기타,산44-4,동대,공주,우성,충남,18,수요일,5,13:20:00,2022
0.2,18,5,10:20:00,2022,기타,산218,수암,원주,소초,강원,18,수요일,5,4:43:00,2022
2.5,18,5,7:30:00,2022,건축물화재비화,산8,생곡,영광,불갑,전남,18,수요일,5,2:31:00,2022
0.8,17,5,23:00:00,2022,입산자실화,산179,광명,경주,,경북,17,화요일,5,19:50:00,2022
0.01,17,5,19:30:00,2022,담뱃불실화,산11,대석,양산,상북,경남,17,화요일,5,18:39:00,2022
4,17,5,18:41:00,2022,입산자실화,산11,중앙,과천,,경기,17,화요일,5,13:05:00,2022
0.5,17,5,14:32:00,2022,입산자실화,"산49-1, 산50",어물,공주,정안,충남,17,화요일,5,12:59:00,2022
0.08,17,5,12:45:00,2022,기타,산105-6,회곡,가평,설악,경기,17,화요일,5,11:53:00,2022
0.03,17,5,12:00:00,2022,기타,산229,상대,횡성,갑천,강원,17,화요일,5,9:28:00,2022
0.06,17,5,0:36:00,2022,기타,산132,기천,화성,팔탄,경기,16,월요일,5,23:18:00,2022
0.2,16,5,18:30:00,2022,입산자실화,산79-2,인월,남원,인월,전북,16,월요일,5,17:11:00,2022
0.03,16,5,14:20:00,2022,입산자실화,산87-1,신평,남원,송동,전북,16,월요일,5,13:40:00,2022
0.01,16,5,13:20:00,2022,입산자실화,산75-29,두학,제천,,충북,16,월요일,5,12:19:00,2022
0.05,16,5,13:40:00,2022,입산자실화,산60-3,쌍룡,아산,음봉,충남,16,월요일,5,12:15:00,2022
0.2,16,5,8:00:00,2022,입산자실화,산49,방축,고창,해리,전북,16,월요일,5,6:10:00,2022
0.05,15,5,19:07:00,2022,입산자실화,산226,정수,진주,집현,경남,15,일요일,5,18:03:00,2022
0.18,15,5,19:00:00,2022,기타,산37-1,철정,홍천,두촌,강원,15,일요일,5,17:36:00,2022
0.06,15,5,16:50:00,2022,기타,산37-1,일패,남양주,,경기,15,일요일,5,15:43:00,2022
0.05,15,5,16:40:00,2022,입산자실화,산48,비산,안양,동안,경기,15,일요일,5,15:00:00,2022
0.16,15,5,20:30:00,2022,입산자실화,산56-1,동대,단양,영춘,충북,15,일요일,5,14:49:00,2022
0.05,15,5,13:45:00,2022,입산자실화,산62-2,북군,경주,,경북,15,일요일,5,11:25:00,2022
0.04,15,5,12:10:00,2022,기타,산94-1,읍내,가평,가평,경기,15,일요일,5,11:02:00,2022
0.5,15,5,9:30:00,2022,입산자실화,산208-2,주평,진안,상전면,전북,15,일요일,5,5:00:00,2022
0.1,15,5,4:50:00,2022,기타,산103-5,외삼,봉화,봉성,경북,15,일요일,5,2:22:00,2022
0.3,14,5,21:40:00,2022,입산자실화,산151-1,초남,광양,광양,전남,14,토요일,5,19:44:00,2022
0.1,14,5,17:50:00,2022,기타,산316,덕중,고흥,도화,전남,14,토요일,5,16:24:00,2022
0.02,14,5,16:00:00,2022,기타,산110-1,상계,노원,,서울,14,토요일,5,14:12:00,2022
0.01,13,5,18:46:00,2022,담뱃불실화,산53-16,구성,천안,동남,충남,13,금요일,5,17:41:00,2022
0.15,12,5,16:00:00,2022,기타,산274-1,서사,횡성,안흥,강원,12,목요일,5,13:00:00,2022
0.02,12,5,13:40:00,2022,담뱃불실화,617-88,처,여주,점동,경기,12,목요일,5,12:28:00,2022
0.03,12,5,11:07:00,2022,건축물화재비화,740-12,용미,파주,광탄,경기,12,목요일,5,9:43:00,2022
0.6,9,5,19:00:00,2022,입산자실화,사48-1,우곡,영덕,남정,경북,9,월요일,5,13:06:00,2022
0.05,9,5,13:10:00,2022,기타,산325-1,유천,평창,대관령,강원,9,월요일,5,11:43:00,2022
0.1,9,5,12:30:00,2022,입산자실화,산37,진,부안,위도,전북,9,월요일,5,11:26:00,2022
0.2,8,5,23:50:00,2022,기타,산46-5,어암,보은,보은,충북,8,일요일,5,22:38:00,2022
0.2,7,5,18:45:00,2022,담뱃불실화,산29-2,읍호,해남,현산,전남,7,토요일,5,17:25:00,2022
0.05,7,5,12:50:00,2022,입산자실화,산17,덕장,포항,홍해,경북,7,토요일,5,11:51:00,2022
0.01,6,5,17:25:00,2022,쓰레기소각,12510,녹산,강서,,부산,6,금요일,5,17:10:00,2022
0.13,5,5,20:20:00,2022,기타,산34-12,두포,파주,파평,경기,5,목요일,5,18:59:00,2022
0.15,5,5,16:30:00,2022,기타,산41-2,수입,양평,서종,경기,5,목요일,5,14:17:00,2022
0.05,5,5,13:40:00,2022,입산자실화,산69-2,이곡,괴산,사리,충북,5,목요일,5,12:58:00,2022
0.1,5,5,6:40:00,2022,기타,산60-5,오도,합천,가회,경남,5,목요일,5,5:11:00,2022
0.8,5,5,7:00:00,2022,기타,산136-2,신복,양평,옥천,경기,4,수요일,5,21:45:00,2022
0.1,4,5,16:25:00,2022,입산자실화,산4,호계,장흥,부산,전남,4,수요일,5,14:19:00,2022
0.01,3,5,18:20:00,2022,담뱃불실화,산131,영천,보성,회천,전남,3,화요일,5,17:45:00,2022
0.5,3,5,18:30:00,2022,기타,산18,묘금,옥천,청성,충북,3,화요일,5,17:06:00,2022
0.1,3,5,18:10:00,2022,기타,산1,장성,태백,,강원,3,화요일,5,16:16:00,2022
0.01,3,5,16:35:00,2022,담뱃불실화,산74,노곡,영주,부석,경북,3,화요일,5,15:50:00,2022
0.5,3,5,14:50:00,2022,입산자실화,산91-1,수륜,성주,수륜,경북,3,화요일,5,11:41:00,2022
0.8,2,5,22:00:00,2022,기타,580-27,노문,양평,서종,경기,2,월요일,5,18:35:00,2022
0.01,2,5,18:15:00,2022,기타,산242,관창,봉화,명호,경북,2,월요일,5,16:35:00,2022
0.07,1,5,16:40:00,2022,기타,726-1,아신,양평,옥천,경기,1,일요일,5,15:30:00,2022
0.3,1,5,15:53:00,2022,입산자실화,산71,엄정,금산,진산,충남,1,일요일,5,13:53:00,2022
0.3,1,5,16:30:00,2022,쓰레기소각,산1-16,구읍,파주,적성,경기,1,일요일,5,13:11:00,2022
0.65,1,5,15:20:00,2022,쓰레기소각,258-1,도안,보성,겸백,전남,1,일요일,5,13:01:00,2022
0.01,28,4,13:30:00,2022,기타,산54-1,회곡리,가평,설악,경기,28,목요일,4,12:27:00,2022
0.16,26,4,17:40:00,2022,기타,산108-2,노곡,포천,이동,경기,26,화요일,4,13:22:00,2022
0.05,25,4,19:00:00,2022,기타,산1-1,마차,영월,북,강원,25,월요일,4,16:57:00,2022
0.01,25,4,16:00:00,2022,입산자실화,산288-2,대명,남,,대구,25,월요일,4,15:28:00,2022
0.1,25,4,16:00:00,2022,기타,산56-4,광암,동두천,,경기,25,월요일,4,15:26:00,2022
0.3,25,4,21:00:00,2022,쓰레기소각,산146-1,합강,곡성,옥과,전남,25,월요일,4,14:50:00,2022
0.06,25,4,15:50:00,2022,입산자실화,산239,주평,진안,상전,전북,25,월요일,4,14:45:00,2022
0.01,25,4,16:00:00,2022,입산자실화,산1-1,북한,고양,덕양,경기,25,월요일,4,14:22:00,2022
0.06,24,4,23:20:00,2022,기타,산115-1,죽헌,강릉,,강원,24,일요일,4,22:40:00,2022
0.01,24,4,20:25:00,2022,입산자실화,산102-4,자양,산청,단성,경남,24,일요일,4,18:37:00,2022
0.03,24,4,18:00:00,2022,기타,산4-9외2필지,영곡,,,세종,24,일요일,4,16:45:00,2022
0.2,24,4,16:10:00,2022,입산자실화,산25-1,계원,청주 상당,미원,충북,24,일요일,4,14:59:00,2022
0.02,24,4,16:00:00,2022,기타,산209,화동,횡성,둔내,강원,24,일요일,4,14:23:00,2022
0.01,24,4,15:00:00,2022,입산자실화,산114,대이,포항 남,,경북,24,일요일,4,14:19:00,2022
0.2,24,4,14:30:00,2022,기타,산73-4,노운,양평,서종,경기,24,일요일,4,12:40:00,2022
0.02,24,4,13:25:00,2022,기타,산30-7,덕삼,당진,정미,충남,24,일요일,4,12:08:00,2022
0.01,24,4,9:59:00,2022,쓰레기소각,산59,교향,강릉,주문진,강원,24,일요일,4,9:38:00,2022
0.01,23,4,16:00:00,2022,입산자실화,800-10,매곡,아산,탕정,충남,23,토요일,4,14:56:00,2022
0.05,23,4,16:45:00,2022,입산자실화,산128,현동,봉화,재산,경북,23,토요일,4,14:19:00,2022
0.01,23,4,15:00:00,2022,입산자실화,산29-3,신탄진,대덕,,대전,23,토요일,4,14:17:00,2022
0.01,23,4,13:38:00,2022,입산자실화,산20,우고,양주,광적,경기,23,토요일,4,12:34:00,2022
0.2,23,4,13:07:00,2022,기타,산2-1,도덕,영동,학산,충북,23,토요일,4,11:19:00,2022
0.6,23,4,14:20:00,2022,기타,산119-1,삼촌,순창,풍산,전북,23,토요일,4,10:48:00,2022
0.6,23,4,3:00:00,2022,기타,산110-2,방동,춘천,서,강원,22,금요일,4,21:53:00,2022
0.5,22,4,18:00:00,2022,쓰레기소각,산110,대곡,경주,건천,경북,22,금요일,4,15:10:00,2022
69.21,23,4,11:30:00,2022,기타,산59,원일전,양양,현북,강원,22,금요일,4,13:33:00,2022
3,22,4,18:00:00,2022,입산자실화,산192-1,지동,영주,이산,경북,22,금요일,4,13:03:00,2022
1,22,4,14:32:00,2022,기타,산71,청홍,공주,신풍,충남,22,금요일,4,12:08:00,2022
0.06,22,4,11:55:00,2022,입산자실화,산28-1,산수,서산,해미,충남,22,금요일,4,9:41:00,2022
2,22,4,18:00:00,2022,기타,산68,광성,홍성,장곡,충남,22,금요일,4,2:47:00,2022
1.5,21,4,18:30:00,2022,입산자실화,산125-1,오항,춘천,북산,강원,21,목요일,4,14:58:00,2022
0.2,21,4,15:00:00,2022,입산자실화,산28-2,사산,부여,세도,충남,21,목요일,4,12:06:00,2022
0.4,21,4,12:39:00,2022,건축물화재비화,산86-8,과림,시흥,,경기,21,목요일,4,11:33:00,2022
0.01,21,4,11:47:00,2022,기타,289-3,상무통리,양구,양구,강원,21,목요일,4,11:06:00,2022
0.33,21,4,1:19:00,2022,입산자실화,산114-2,죽곡,창원,진해,경남,20,수요일,4,21:17:00,2022
6,21,4,0:25:00,2022,입산자실화,산20,월성,달서,,대구,20,수요일,4,20:36:00,2022
0.03,20,4,17:15:00,2022,입산자실화,Apr-89,석목,부여,부여,충남,20,수요일,4,16:39:00,2022
0.5,21,4,8:30:00,2022,입산자실화,산187-2,김흥,달성,옥포,대구,20,수요일,4,16:37:00,2022
0.5,20,4,18:00:00,2022,입산자실화,산83,오곡,논산,벌곡,충남,20,수요일,4,16:06:00,2022
0.1,20,4,16:00:00,2022,담뱃불실화,978-3,감,창녕,고암,경남,20,수요일,4,14:35:00,2022
0.01,20,4,16:00:00,2022,기타,산19-19,심봉,남양주,조안,경기,20,수요일,4,14:28:00,2022
0.08,20,4,19:00:00,2022,입산자실화,산124-1,도학,동,,대구,20,수요일,4,13:54:00,2022
9.7,20,4,20:00:00,2022,기타,산5-1,마차,영월,북,강원,20,수요일,4,13:00:00,2022
0.5,20,4,17:00:00,2022,담뱃불실화,산28-17,구암,남양주,화도,경기,20,수요일,4,11:41:00,2022
0.5,20,4,17:00:00,2022,쓰레기소각,산16,신,예산,삽교,충남,20,수요일,4,10:40:00,2022
0.15,20,4,11:30:00,2022,농산부산물소각,산29,신기,남원,운봉,전북,20,수요일,4,10:25:00,2022
0.69,19,4,19:20:00,2022,담뱃불실화,201-4,고천,강화,내가,인천,19,화요일,4,16:20:00,2022
1,19,4,18:22:00,2022,입산자실화,산10-1,지천,청양,장평,충남,19,화요일,4,15:54:00,2022
0.1,19,4,15:30:00,2022,농산부산물소각,산19-1,우곡,순창,풍산,전북,19,화요일,4,14:10:00,2022
0.25,19,4,14:39:00,2022,입산자실화,산8,읍내,북,,대구,19,화요일,4,13:45:00,2022
0.1,19,4,15:40:00,2022,입산자실화,777-22,동화,장수,산서,전북,19,화요일,4,13:20:00,2022
0.01,19,4,12:33:00,2022,입산자실화,산218,장천,산청,신동,경남,19,화요일,4,11:31:00,2022
0.01,19,4,9:50:00,2022,담뱃불실화,산110-1,수덕,남원,대산,전북,19,화요일,4,9:00:00,2022
0.02,18,4,18:50:00,2022,입산자실화,산12-28,부곡,달성,다사,대구,18,월요일,4,17:37:00,2022
0.03,18,4,18:00:00,2022,입산자실화,산72-12,검안,서,,인천,18,월요일,4,17:16:00,2022
0.01,18,4,20:00:00,2022,입산자실화,산418,어물,북,,울산,18,월요일,4,16:26:00,2022
0.6,18,4,18:30:00,2022,기타,산16,대차,무주,무주,전북,18,월요일,4,16:10:00,2022
0.2,18,4,15:30:00,2022,입산자실화,산32-16,관곡,하동,진교,경남,18,월요일,4,14:10:00,2022
0.2,18,4,17:00:00,2022,입산자실화,산13-1,대보,포항 남,호미곶,경북,18,월요일,4,11:56:00,2022
0.46,18,4,13:45:00,2022,기타,산95-1,임초,가평,상,경기,18,월요일,4,11:41:00,2022
0.35,18,4,10:50:00,2022,입산자실화,산11,청도,김제,금산,전북,17,일요일,4,18:55:00,2022
0.05,17,4,18:30:00,2022,기타,산75,청평,가평,청평,경기,17,일요일,4,17:25:00,2022
1,17,4,21:30:00,2022,입산자실화,산54-1,후곡,순천,송광,전남,17,일요일,4,15:18:00,2022
0.2,17,4,14:30:00,2022,기타,산204,님전,인제,남,강원,17,일요일,4,12:31:00,2022
0.2,17,4,14:00:00,2022,입산자실화,산303,세량,화순,화순,전남,17,일요일,4,12:28:00,2022
0.1,17,4,11:30:00,2022,농산부산물소각,산95,신화,군위,부계,경북,17,일요일,4,9:32:00,2022
0.6,16,4,18:20:00,2022,입산자실화,산92,온덕,보성,검백,전남,16,토요일,4,16:20:00,2022
0.01,16,4,17:06:00,2022,기타,산64,구암,북,,대구,16,토요일,4,15:41:00,2022
0.02,16,4,14:55:00,2022,기타,산132-1,연수,양평,용문,경기,16,토요일,4,14:20:00,2022
0.08,16,4,13:10:00,2022,입산자실화,산69-23,마전,예산,대술,충남,16,토요일,4,12:42:00,2022
0.02,15,4,20:00:00,2022,기타,산156-2,강촌,춘천,남산,강원,15,금요일,4,17:49:00,2022
0.01,15,4,15:10:00,2022,농산부산물소각,산51-2,운암,양주,은현,경기,15,금요일,4,13:42:00,2022
0.3,15,4,11:57:00,2022,입산자실화,산25,두억,영암,미왕,전남,15,금요일,4,10:00:00,2022
0.01,12,4,20:55:00,2022,담뱃불실화,151-1,석수,안양,만안,경기,12,화요일,4,20:13:00,2022
0.04,12,4,18:20:00,2022,농산부산물소각,산12-3,하월,장수,산서,전북,12,화요일,4,17:15:00,2022
1,12,4,18:30:00,2022,기타,산6-1,광천,순천,주암,전남,12,화요일,4,16:56:00,2022
0.05,12,4,17:20:00,2022,입산자실화,산72-1,상성,아산,영인,충남,12,화요일,4,16:20:00,2022
0.21,12,4,17:38:00,2022,입산자실화,산37,방문,공주,우성,충남,12,화요일,4,16:08:00,2022
0.3,12,4,17:20:00,2022,기타,산43,길곡,홍천,서,강원,12,화요일,4,15:14:00,2022
0.3,12,4,15:35:00,2022,입산자실화,산102-5,단광,장성,장성,전남,12,화요일,4,14:41:00,2022
7.7,14,4,18:00:00,2022,건축물화재비화,산41,송곡,고령,다산,경북,12,화요일,4,13:33:00,2022
0.5,12,4,15:30:00,2022,기타,산72-1,내,화성,봉담,경기,12,화요일,4,13:21:00,2022
0.5,11,4,0:00:00,2022,건축물화재비화,산14,내와,울주,두서,울산,11,월요일,4,18:34:00,2022
0.15,11,4,18:26:00,2022,입산자실화,산90,하화,의성,단촌,경북,11,월요일,4,17:48:00,2022
0.2,11,4,14:30:00,2022,기타,산1,작점,영동,추풍령,충북,11,월요일,4,13:21:00,2022
0.04,11,4,14:00:00,2022,기타,산35,태전,광주,,경기,11,월요일,4,12:02:00,2022
3.5,11,4,21:11:00,2022,기타,산91-1,문곡,정선,남,강원,11,월요일,4,11:21:00,2022
0.01,11,4,11:20:00,2022,입산자실화,산3-1,양,달성,유가,대구,11,월요일,4,9:09:00,2022
0.8,11,4,3:15:00,2022,기타,산35,대진,영덕,영해,경북,11,월요일,4,0:53:00,2022
0.8,11,4,9:00:00,2022,입산자실화,산12,영담,양산,원동,경남,10,일요일,4,21:46:00,2022
1,10,4,20:20:00,2022,농산부산물소각,산92,삼공,무주,설천,전북,10,일요일,4,18:00:00,2022
0.5,10,4,18:50:00,2022,입산자실화,산150,초남,광양,광양,전남,10,일요일,4,17:11:00,2022
0.02,10,4,18:00:00,2022,기타,산94-36,신현,광주,오포,경기,10,일요일,4,15:58:00,2022
720,12,4,21:30:00,2022,쓰레기소각,산43,송청,양구,양구,강원,10,일요일,4,15:40:00,2022
2.5,10,4,18:20:00,2022,입산자실화,산104-19,입천,경주,양북,경북,10,일요일,4,14:46:00,2022
0.01,10,4,14:50:00,2022,건축물화재비화,산25,성기,거창,주상,경남,10,일요일,4,14:02:00,2022
0.02,10,4,15:00:00,2022,담뱃불실화,산61-1,석수,안양,만안,경기,10,일요일,4,13:44:00,2022
0.02,10,4,14:30:00,2022,기타,산58,도수,광주,퇴촌,경기,10,일요일,4,13:25:00,2022
0.15,10,4,20:40:00,2022,기타,산11,봉암,양주,은현,경기,10,일요일,4,13:15:00,2022
347,13,4,0:00:00,2022,입산자실화,산4,화북,군위,삼국유사,경북,10,일요일,4,13:10:00,2022
2,10,4,16:30:00,2022,기타,산16,파포,화천,상서,강원,10,일요일,4,13:09:00,2022
0.06,10,4,15:50:00,2022,기타,산74,직천,파주,법원,경기,10,일요일,4,13:05:00,2022
0.03,10,4,14:00:00,2022,입산자실화,417-2,현천,고양,덕양,경기,10,일요일,4,13:04:00,2022
0.2,10,4,14:20:00,2022,기타,산112,원암,고성,토성,강원,10,일요일,4,12:47:00,2022
